transcript	transcript_Chr	transcript_start	transcript_end	WormBaseGeneID	GeneName	biotype	narrow_h2	mapping	eQTL_Thresholds	eQTL_Chr	eQTL_peak	log10p	var_exp	HyperDivergent	eQTL_start	eQTL_end	eQTL_classification	cM	deQTL_count	Merged_hotspots_cM	Hotspot	Hotspot_threshold	merged_Hotspot_QTL_count
R03E1.1.1	X	14164640	14169619	WBGene00006369	sym-4	mRNA	0.240787866436241	LOCO	5.81	X	14126749	6.69705249063073	0.147804513856495	No	13578829	14405404	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R03G5.6.1	X	7805629	7809134	WBGene00019847	R03G5.6	mRNA	0.183344342149495	LOCO	5.81	X	12850823	6.68597258403101	0.13691001369389	No	12316692	13210070	Distant eQTL	30	15	30	Yes	8	15
R03G8.3.2	X	13091106	13094416	WBGene00010998	R03G8.3	mRNA	0.313604766705026	LOCO	5.81	X	13125404	13.6838618436902	0.298674087822336	No	12572491	14696495	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R03G8.4	X	13101304	13104205	WBGene00010999	R03G8.4	pseudogenic_transcript	0.68093922622458	LOCO	5.81	X	13074718	24.378727103645	0.520026422232082	No	10579599	15246671	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R03G8.6.1	X	13094552	13100510	WBGene00011000	R03G8.6	mRNA	0.516006703117898	LOCO	5.81	X	12971817	5.97913343957725	0.0803902673142414	No	12643973	13320939	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R03H10.11.1	II	4182664	4183545	WBGene00271824	R03H10.11	mRNA	0.302477499992074	LOCO	5.81	II	4336300	6.16529833573954	0.0667914189528199	No	3758951	5054646	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R03H10.6.1	II	4171264	4173498	WBGene00019858	R03H10.6	mRNA	0.203170030559518	LOCO	5.81	II	1730486	7.24387302195682	0.123255223557837	No	973124	2471333	Distant eQTL	3.5	1	NotAvailable	No	8	NotAvailable
R04A9.5.1	X	384385	388797	WBGene00019864	ceh-93	mRNA	0.201330834817044	LOCO	5.81	V	20410593	6.59227097043018	0.148872395750417	No	19517561	20913876	Distant eQTL	45.5	41	44.5_45_45.5	Yes	8	74
R04B3.2.1	X	2471540	2473718	WBGene00019867	R04B3.2	mRNA	0.289448349817769	LOCO	5.81	I	1549172	6.12985019033994	0.170238948698021	No	1053646	1817570	Distant eQTL	7.5	10	7.5	Yes	8	10
R04B5.5.1	V	10087480	10089002	WBGene00011003	R04B5.5	mRNA	0.388051472588622	LOCO	5.81	V	4860639	11.2979530873904	0.363931540069008	No	2083431	13229533	Distant eQTL	16.5	6	NotAvailable	No	8	NotAvailable
R04D3.1.1	X	13282043	13284197	WBGene00011009	cyp-14A4	mRNA	0.0761641206378828	LOCO	5.81	V	18850792	7.02609757568862	0.146300728231164	No	18015028	20613652	Distant eQTL	38.5	4	NotAvailable	No	8	NotAvailable
R04F11.4c.1	V	12320172	12337994	WBGene00006668	twk-13	mRNA	0.203341028052381	LOCO	5.81	V	12457679	6.93963461655402	0.144340539278449	No	9505788	13750203	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R05A10.6.1	IV	14165776	14168469	WBGene00011023	R05A10.6	mRNA	0.168616322495783	LOCO	5.81	IV	14137378	12.1888232799801	0.248351903866495	No	12688395	17029892	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R05D3.3.1	III	8364011	8366550	WBGene00019878	R05D3.3	mRNA	0.123663196357047	LOCO	5.81	III	8065619	5.84856272747325	0.140063973275096	No	7453590	8792919	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R05F9.6.1	II	4889437	4891405	WBGene00019890	R05F9.6	mRNA	0.257340898490046	LOCO	5.81	II	4294869	6.12059099062815	0.133920470521182	No	3773594	4754994	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R05H10.1.2	II	14851831	14853608	WBGene00011042	R05H10.1	mRNA	0.67181221722614	LOCO	5.81	II	14894723	29.1437146909409	0.77485561651928	No	13272193	15271134	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R05H10.1.3	II	14852419	14853627	WBGene00011042	R05H10.1	mRNA	0.164424678173963	LOCO	5.81	II	14894723	7.78598050445986	0.211921133329777	No	14238126	15271134	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R05H10.2.1	II	14857259	14866594	WBGene00011043	rbm-28	mRNA	0.300905204177216	LOCO	5.81	II	14572783	15.878647011964	0.34825523570039	No	13414749	15271134	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R05H10.5b.1	II	14866766	14869666	WBGene00011045	gpx-2	mRNA	0.344656228479077	LOCO	5.81	II	14458988	9.40189374496486	0.114596069037	No	14038550	15271134	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R05H10.7.1	II	14855529	14857019	WBGene00011046	R05H10.7	mRNA	0.288768049250281	LOCO	5.81	X	2686734	6.53897744697781	0.126816679415232	No	2225800	3220231	Distant eQTL	7.5	1	NotAvailable	No	8	NotAvailable
R05H5.5.1	II	10199810	10200823	WBGene00011040	arv-1	mRNA	0.254294670961822	LOCO	5.81	I	12736422	6.4596392371084	0.120312569293702	No	12024694	13298236	Distant eQTL	36	10	36	Yes	8	10
R06A4.10b.1	II	14373855	14377896	WBGene00000059	acr-20	mRNA	0.425644936032101	LOCO	5.81	II	14361775	19.7371172036198	0.433889927851108	No	13174648	15271134	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R06A4.10c.1	II	14373988	14377877	WBGene00000059	acr-20	mRNA	0.0832330142104625	LOCO	5.81	II	300923	6.61223477801723	0.16781026308987	No	7007	1218404	Distant eQTL	2.5	83	2.5	Yes	8	83
R06B9.5.1	II	13736320	13736933	WBGene00011056	R06B9.5	mRNA	0.194661686893483	LOCO	5.81	II	13672580	5.82410276914909	0.126472373135518	No	13421160	13877916	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R06C1.3a.1	I	11924541	11929516	WBGene00006958	wve-1	mRNA	0.248991270567798	LOCO	5.81	I	11955447	16.1359222429325	0.338600955472279	No	5711030	13468823	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R06C1.3b.1	I	11925275	11927435	WBGene00006958	wve-1	mRNA	0.204889690580115	LOCO	5.81	I	11926133	10.7130767013454	0.228836394542844	No	9087596	13363377	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R07B7.2a.1	V	12056569	12059747	WBGene00011087	R07B7.2	mRNA	0.527398277795511	LOCO	5.81	V	12084530	18.4575069541446	0.501298626351523	No	4133183	14135393	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R07B7.2b.1	V	12056562	12059749	WBGene00011087	R07B7.2	mRNA	0.839786026254269	LOCO	5.81	V	12084530	24.4665050229556	0.715926016697273	No	4293432	14919840	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R07B7.2c.1	V	12056562	12059749	WBGene00011087	R07B7.2	mRNA	1	LOCO	5.81	II	2689964	7.6203446489274	0.142117434848198	No	1502142	3141808	Distant eQTL	6	5	NotAvailable	No	8	NotAvailable
R07B7.2c.1	V	12056562	12059749	WBGene00011087	R07B7.2	mRNA	1	LOCO	5.81	V	12084530	29.2329807540108	0.823966978731012	No	2177366	17887872	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R07B7.2d.1	V	12056562	12059753	WBGene00011087	R07B7.2	mRNA	0.831308578421125	LOCO	5.81	V	12053650	22.6979571088166	0.527010466070406	No	4157672	18392458	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R07C3.2a.1	II	940983	943167	WBGene00019918	fbxc-36	mRNA	0.668004262682234	LOCO	5.81	II	940807	15.6164000400661	0.413992625113539	No	7007	2562435	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R07C3.2a.1	II	940983	943167	WBGene00019918	fbxc-36	mRNA	0.668004262682234	LOCO	5.81	II	6697602	5.91917156260634	0.186872094430716	No	5854464	7334427	Distant eQTL	18	6	NotAvailable	No	8	NotAvailable
R07C3.2b.1	II	941814	943108	WBGene00019918	fbxc-36	mRNA	0.345441227059971	LOCO	5.81	II	940807	11.8200118358027	0.317490584724891	No	7007	2516361	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R07D5.2.1	X	15109859	15116614	WBGene00011101	R07D5.2	mRNA	0.0944708325399855	LOCO	5.81	X	14907730	5.86551688960494	0.113452471205989	No	14754088	15206245	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R07E4.5.1	X	5949529	5953174	WBGene00019938	R07E4.5	mRNA	0.103010123496443	LOCO	5.81	I	1653702	5.82950945996848	0.127454408042833	No	1154615	1916943	Distant eQTL	8.5	10	8.5	Yes	8	10
R07E5.10.2	III	4415520	4418057	WBGene00011116	pdcd-2	mRNA	0.226191703561646	LOCO	5.81	III	5736537	7.94384628920393	0.150801988256293	No	3204344	10042987	Distant eQTL	26	7	NotAvailable	No	8	NotAvailable
R07E5.14.2	III	4406286	4407310	WBGene00004387	rnp-4	mRNA	0.113942140604609	LOCO	5.81	III	7327903	6.39951391748739	0.161817274410264	No	6899103	7947393	Distant eQTL	27	24	27_27.5	Yes	8	40
R07E5.5.1	III	4397415	4398586	WBGene00011113	R07E5.5	mRNA	0.256864166340234	LOCO	5.81	III	3955608	8.80950302119124	0.3287659979538	No	3119811	10259265	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R07E5.6.1	III	4398763	4400948	WBGene00011114	R07E5.6	mRNA	0.218607311248143	LOCO	5.81	III	4356506	7.82435194738959	0.350191683880411	No	3377321	5691992	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R07H5.11a.1	IV	11202770	11203502	WBGene00011131	R07H5.11	mRNA	0.147897822578939	LOCO	5.81	IV	13700048	6.03372917187417	0.122285781427633	No	13320842	14271815	Distant eQTL	38	4	NotAvailable	No	8	NotAvailable
R08A2.2.1	V	14714207	14715708	WBGene00011133	R08A2.2	mRNA	0.113046665411534	LOCO	5.81	V	13716356	6.09206436246953	0.123028717720068	No	12827404	14945424	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R08B4.3.1	X	11118959	11121005	WBGene00011139	R08B4.3	mRNA	0.198608602949616	LOCO	5.81	IV	16705524	9.13996640574151	0.177405246938524	No	15385316	17469325	Distant eQTL	43	4	NotAvailable	No	8	NotAvailable
R08C7.10c.1	IV	4442396	4445740	WBGene00019953	wapl-1	mRNA	0.67726857581472	LOCO	5.81	IV	4443970	33.2036393978083	0.72777025704015	No	1905909	13338582	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R08C7.2a.1	IV	4447331	4449897	WBGene00019946	chat-1	mRNA	0.407884251487802	LOCO	5.81	II	2715471	6.71295558738269	0.207906438249938	No	2505985	2858645	Distant eQTL	6.5	1	NotAvailable	No	8	NotAvailable
R08C7.2a.1	IV	4447331	4449897	WBGene00019946	chat-1	mRNA	0.407884251487802	LOCO	5.81	IV	4430374	18.5744217653995	0.480631208392732	No	3341446	5865549	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R08C7.2a.1	IV	4447331	4449897	WBGene00019946	chat-1	mRNA	0.407884251487802	LOCO	5.81	IV	15955278	9.24418915033593	0.0447400415982029	No	15621462	16211083	Distant eQTL	42	109	41.5_42_42.5	Yes	8	150
R08D7.3.1	III	8969635	8971578	WBGene00001227	eif-3.D	mRNA	0.270897901023433	LOCO	5.81	III	7926028	14.9935467942306	0.353019236726628	No	3093927	10500696	Distant eQTL	27	24	27_27.5	Yes	8	40
R08D7.4a.1	III	8971892	8973671	WBGene00011144	R08D7.4	mRNA	0.642510854219494	LOCO	5.81	III	8767221	23.2973480642798	0.552643352702774	No	2759659	11285972	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R08D7.4a.2	III	8971942	8973672	WBGene00011144	R08D7.4	mRNA	0.596086533142904	LOCO	5.81	III	8920680	24.4051314232715	0.712500310881299	No	3086482	11382193	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R08E3.1a.1	X	4822661	4834878	WBGene00019957	R08E3.1	mRNA	0.969877001516023	LOCO	5.81	X	4779989	42.941573975543	0.960351742988286	No	1982643	9467725	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R08E3.1a.1	X	4822661	4834878	WBGene00019957	R08E3.1	mRNA	0.969877001516023	LOCO	5.81	X	13486732	5.99633271021846	0.147354080358133	No	13142281	13858040	Distant eQTL	34	5	NotAvailable	No	8	NotAvailable
R08E3.1b.1	X	4822647	4834885	WBGene00019957	R08E3.1	mRNA	0.87005895466559	LOCO	5.81	X	4779989	39.4757636029932	0.884221800266909	No	781892	9467725	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R08E3.4b.1	X	4805998	4811540	WBGene00019960	ztf-16	mRNA	0.148103562332019	LOCO	5.81	X	5437422	6.01073087930429	0.166963223687831	No	4877879	5964704	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R08E5.1b.3	V	3769900	3771491	WBGene00019961	R08E5.1	mRNA	0.240560617150247	LOCO	5.81	V	3823591	12.073493951912	0.241230669511003	No	2036618	6390416	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R08E5.1b.4	V	3769807	3771308	WBGene00019961	R08E5.1	mRNA	0.11098348263643	LOCO	5.81	V	3800467	9.66969785873734	0.202735684894794	No	2036618	5013641	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09A8.1a.1	X	12613751	12618388	WBGene00011152	R09A8.1	mRNA	0.254484248170272	LOCO	5.81	X	12271703	7.59734835790351	0.155351659665028	No	11342635	13169849	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09A8.2.1	X	12619465	12623678	WBGene00011153	R09A8.2	mRNA	0.230686680078175	LOCO	5.81	V	20018771	5.85581511960776	0.0952145335250761	No	19228333	20550755	Distant eQTL	45	21	44.5_45_45.5	Yes	8	74
R09A8.9.1	X	12603934	12605231	WBGene00219278	R09A8.9	mRNA	0.456601884538487	LOCO	5.81	X	12668419	16.3133690924311	0.312742955015402	No	9684829	13761536	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09B3.6	I	11905957	11907484	WBGene00014820	R09B3.6	pseudogenic_transcript	0.853462003053659	LOCO	5.81	I	11913243	32.8671098242959	0.74592871754962	No	3266089	14922333	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09B5.12b.1	V	1455062	1456646	WBGene00019980	chil-14	mRNA	0.213227315503373	LOCO	5.81	V	1488436	9.27866266920854	0.201315579475218	No	726016	2920768	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09B5.12b.1	V	1455062	1456646	WBGene00019980	chil-14	mRNA	0.213227315503373	LOCO	5.81	V	20001672	6.73569466350294	0.137026779481436	No	19078081	20913876	Distant eQTL	44.5	12	44.5_45_45.5	Yes	8	74
R09B5.12b.1	V	1455062	1456646	WBGene00019980	chil-14	mRNA	0.213227315503373	LOCO	5.81	X	4562158	6.20721062285712	0.161087296657403	No	3314903	5067480	Distant eQTL	14	9	14	Yes	8	9
R09B5.12b.1	V	1455062	1456646	WBGene00019980	chil-14	mRNA	0.213227315503373	LOCO	5.81	X	8700373	6.01673374472294	0.134832817497399	No	8206669	9139380	Distant eQTL	21.5	17	21.5	Yes	8	17
R09B5.3a.2	V	1449665	1450179	WBGene00000556	cnc-2	mRNA	0.0396862725700739	LOCO	5.81	MtDNA	12848	6.06092825125719	0.133625282579218	No	227	13208	Distant eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09B5.4.1	V	1462011	1464699	WBGene00019977	fpn-1.2	mRNA	0.266396759689102	LOCO	5.81	V	1467574	13.4104815577938	0.343992734424412	No	661063	4039005	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09B5.4.1	V	1462011	1464699	WBGene00019977	fpn-1.2	mRNA	0.266396759689102	LOCO	5.81	X	15912308	6.27451961085058	0.157180695265363	No	15694735	16206040	Distant eQTL	44	10	44	Yes	8	10
R09B5.6.1	V	1460369	1461613	WBGene00019978	hacd-1	mRNA	0.190421969814417	LOCO	5.81	V	1548260	6.51895601600605	0.16116449548154	No	813743	1937964	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09D1.10.1	II	9464468	9466195	WBGene00011166	chil-22	mRNA	0.171275815302986	LOCO	5.81	II	9581871	11.9539967683008	0.218220062422084	No	4825683	11217517	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09D1.11a.1	II	9466902	9468611	WBGene00011167	chil-23	mRNA	0	LOCO	5.81	II	9220786	6.38996405138328	0.126028298062745	No	8609398	9709905	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09D1.6.1	II	9452636	9454404	WBGene00011162	chil-19	mRNA	0.579940366288829	LOCO	5.81	II	9345644	17.1563063790972	0.474497617656263	No	1520213	12322956	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09D1.8.1	II	9460128	9461981	WBGene00011164	chil-21	mRNA	0.397865196685642	LOCO	5.81	II	9344690	14.651379755054	0.340188111121841	No	2631089	11387522	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09D1.9	II	9462537	9464093	WBGene00011165	R09D1.9	pseudogenic_transcript	0.668779777755538	LOCO	5.81	II	9294448	18.9234396515491	0.569096263738663	No	6175864	12142274	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09E10.4	IV	10304845	10307880	WBGene00011174	acs-23	pseudogenic_transcript	0.107032446854082	LOCO	5.81	II	946924	6.15811956360207	0.122874456593267	No	614925	1469143	Distant eQTL	2.5	83	2.5	Yes	8	83
R09E10.5.1	IV	10295431	10302303	WBGene00011175	R09E10.5	mRNA	0.123576570005509	LOCO	5.81	II	13273993	8.1258331454868	0.213189508507911	No	13086270	13509438	Distant eQTL	34.5	30	34.5_35	Yes	8	42
R09E10.9	IV	10314989	10317377	WBGene00011178	R09E10.9	pseudogenic_transcript	0.333146401443887	LOCO	5.81	II	946924	6.49442814670218	0.201182681601652	No	614925	1469143	Distant eQTL	2.5	83	2.5	Yes	8	83
R09F10.8.1	X	8325107	8326451	WBGene00019989	R09F10.8	mRNA	0.529119908003767	LOCO	5.81	X	8254957	19.4277349755353	0.517934319868773	No	5334168	12680802	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R09H10.7.1	IV	10621111	10621848	WBGene00011184	R09H10.7	mRNA	0.233685039118886	LOCO	5.81	X	12940918	6.19227830601377	0.165898417821269	No	12624332	13304703	Distant eQTL	30.5	6	NotAvailable	No	8	NotAvailable
R107.4a.1	III	9046049	9050693	WBGene00011299	ikke-1	mRNA	0.350660329301919	LOCO	5.81	III	7272477	6.88008129465222	0.19788401636855	No	3632668	9898236	Distant eQTL	27	24	27_27.5	Yes	8	40
R107.4d.1	III	9046053	9050699	WBGene00011299	ikke-1	mRNA	0.242987307121724	LOCO	5.81	III	8996781	9.14002395645671	0.173160545464644	No	7550266	10583506	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R107.6a.1	III	9055052	9058895	WBGene00000549	cls-2	mRNA	0.0751928882671595	LOCO	5.81	III	9294268	9.04882865249034	0.194081447808061	No	5768766	10500696	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R107.6b.1	III	9055048	9058895	WBGene00000549	cls-2	mRNA	0.404141810701482	LOCO	5.81	III	9044525	16.5533774114403	0.401210863639622	No	1918379	10979675	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R107.7.1	III	9059331	9060181	WBGene00001749	gst-1	mRNA	0.21627605296924	LOCO	5.81	III	10018408	6.33632356913304	0.133901123928568	No	9374797	10998638	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R107.8.1	III	9060221	9071472	WBGene00003001	lin-12	mRNA	0.271876486584458	LOCO	5.81	X	9583403	6.24471298241216	0.126442128387976	No	9109041	10243720	Distant eQTL	22.5	6	NotAvailable	No	8	NotAvailable
R10E11.1b.1	III	9766510	9774825	WBGene00000366	cbp-1	mRNA	0	LOCO	5.81	X	7897043	6.28797609942119	0.126752339858055	No	7302838	8433352	Distant eQTL	20.5	12	20.5	Yes	8	12
R10E4.5a.1	III	4291543	4293399	WBGene00011201	nth-1	mRNA	0.32865091533857	LOCO	5.81	III	4170704	7.22109228875986	0.148927502456464	No	3329752	5147670	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R10E4.9.1	III	4301620	4302393	WBGene00011205	R10E4.9	mRNA	0.228726346358693	LOCO	5.81	IV	14108440	6.46585708189936	0.124349679779911	No	13633316	14678473	Distant eQTL	39	3	NotAvailable	No	8	NotAvailable
R10E8.1a.3	V	18242323	18252325	WBGene00011207	R10E8.1	mRNA	0.54697922034982	LOCO	5.81	V	18113995	21.9343717425996	0.62282139494957	No	16966981	20066783	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R10E8.1a.4	V	18242323	18252319	WBGene00011207	R10E8.1	mRNA	0.338843253532283	LOCO	5.81	IV	4076072	5.82956225495382	0.16630511919211	No	3638121	4844290	Distant eQTL	26.5	3	NotAvailable	No	8	NotAvailable
R10E8.1a.4	V	18242323	18252319	WBGene00011207	R10E8.1	mRNA	0.338843253532283	LOCO	5.81	V	17989328	9.85362076660385	0.252880589000624	No	16594585	19915459	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R10E8.1a.5	V	18242323	18249502	WBGene00011207	R10E8.1	mRNA	0.157622493126637	LOCO	5.81	V	18108565	5.81969344543467	0.169282641118752	No	17751087	18898401	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R10H1.4.1	II	7496247	7497369	WBGene00023416	spi-1	mRNA	0.152207040069488	LOCO	5.81	IV	16027005	6.65314846006311	0.150146495865953	No	15775754	16435216	Distant eQTL	42	109	41.5_42_42.5	Yes	8	150
R11.3.1	X	16196911	16199250	WBGene00011228	R11.3	mRNA	0.107365728579568	LOCO	5.81	X	16203374	6.32366403052391	0.117954984143493	No	15902370	16711977	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R11.4.1	X	16210421	16210618	WBGene00011229	R11.4	mRNA	0.281387955330899	LOCO	5.81	X	16074466	6.23465262902373	0.18663066964761	No	15802855	16818272	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R119.2.1	I	368270	373465	WBGene00020088	R119.2	mRNA	0.408939086784478	LOCO	5.81	I	116338	9.18062784215244	0.159726141812693	No	3979	1639890	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R119.6.1	I	382826	388564	WBGene00006385	taf-4	mRNA	0.112109316173151	LOCO	5.81	I	275446	6.34728866159383	0.14933229087828	No	3979	1014347	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R11A5.2.1	I	7857756	7859417	WBGene00011230	nud-2	mRNA	0.0995034810838557	LOCO	5.81	I	7320538	6.15025391324658	0.150674601347108	No	3864155	10183258	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R11A5.4b.1	I	7869096	7872077	WBGene00011232	pck-2	mRNA	0.54927096403871	LOCO	5.81	III	7335426	17.8863273308996	0.410037852603787	No	3088971	11906872	Distant eQTL	27	24	27_27.5	Yes	8	40
R11A8.1b.1	IV	10355052	10357172	WBGene00011236	R11A8.1	mRNA	0.395478957389122	LOCO	5.81	IV	10162687	8.49390374849586	0.215059442897508	No	4293073	13073332	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R11A8.7a.1	IV	10374901	10387318	WBGene00011240	mask-1	mRNA	0.0419464978544741	LOCO	5.81	III	12528761	6.89843506556768	0.146791238888604	No	12306855	12889382	Distant eQTL	45.5	14	45.5	Yes	8	14
R11G1.7.1	X	3656272	3657266	WBGene00044725	R11G1.7	mRNA	0.130067193194568	LOCO	5.81	II	13325346	5.91515929400957	0.113203222252983	No	13128485	13568276	Distant eQTL	35	12	34.5_35	Yes	8	42
R12B2.2.1	III	5807020	5809219	WBGene00020018	R12B2.2	mRNA	0.461897600531179	LOCO	5.81	III	7916567	10.7303329786232	0.175989770466755	No	3110400	10259265	Distant eQTL	27	24	27_27.5	Yes	8	40
R12B2.2.1	III	5807020	5809219	WBGene00020018	R12B2.2	mRNA	0.461897600531179	LOCO	5.81	IV	14548788	6.25396005455543	0.0420363240401235	No	14001134	15151040	Distant eQTL	39.5	9	39.5_40_40.5	Yes	8	37
R12B2.5b.2	III	5828589	5833746	WBGene00007016	mdt-15	mRNA	0.0894854950330878	LOCO	5.81	III	5595324	9.10084128873535	0.203848965506107	No	4480274	10811474	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R12C12.8a	II	6057379	6061520	WBGene00020028	R12C12.8	pseudogenic_transcript	0.276655699507294	LOCO	5.81	II	5779077	8.35595452149758	0.180277376887384	No	4397888	6954154	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R12C12.8b	II	6057379	6060279	WBGene00020028	R12C12.8	pseudogenic_transcript	0.152609171576906	LOCO	5.81	II	5779077	11.3515189889874	0.293590938222302	No	4397888	7560694	Local eQTL	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable	NotAvailable
R12C12.9a.1	II	6023401	6024979	WBGene00020029	R12C12.9	mRNA	0.149104165154741	LOCO	5.81	X	7992056	5.85199923526357	0.124800049603467	No	7465591	8550484	Distant eQTL	20.5	12	20.5	Yes	8	12
