ens_gene	strain	covered_length	Chr	start	end	ext_gene	perc
WBGene00011387	JU1249	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1395	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1400	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1409	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	JU1440	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1491	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1530	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU1543	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1568	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1581	2132	I	11809132	11811266	T02G6.4	99.9062792877226
WBGene00011387	JU1586	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1652	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1666	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1792	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1793	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1808	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU1896	2134	I	11809132	11811266	T02G6.4	100
WBGene00011387	JU1934	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2001	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2007	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU2016	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2017	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2106	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2131	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2141	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2234	2134	I	11809132	11811266	T02G6.4	100
WBGene00011387	JU2250	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2257	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2316	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2464	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2466	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2478	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2513	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU2519	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2522	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2526	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2534	2128	I	11809132	11811266	T02G6.4	99.7188378631678
WBGene00011387	JU2565	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2566	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2570	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2572	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2575	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2576	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2578	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	JU2581	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2586	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2587	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU258	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	JU2592	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2593	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	JU2600	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2610	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2619	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	JU2800	2134	I	11809132	11811266	T02G6.4	100
WBGene00011387	JU2811	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU2825	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2829	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU2838	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2841	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2853	2128	I	11809132	11811266	T02G6.4	99.7188378631678
WBGene00011387	JU2862	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2866	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2878	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2879	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU2906	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU2907	2123	I	11809132	11811266	T02G6.4	99.4845360824742
WBGene00011387	JU310	2123	I	11809132	11811266	T02G6.4	99.4845360824742
WBGene00011387	JU311	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3125	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3127	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3128	2123	I	11809132	11811266	T02G6.4	99.4845360824742
WBGene00011387	JU3132	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	JU3134	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU3135	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3137	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3140	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3141	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3144	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	JU3166	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3167	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU3169	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU3224	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU3225	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3226	2134	I	11809132	11811266	T02G6.4	100
WBGene00011387	JU3228	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU323	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3280	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3282	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3291	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3318	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU346	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU360	2123	I	11809132	11811266	T02G6.4	99.4845360824742
WBGene00011387	JU367	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU3795	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU393	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU394	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU397	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU4047	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU406	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU4073	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU4082	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU4098	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU4161	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU440	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU561	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU642	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU751	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	JU774	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU775	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU778	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU782	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU792	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	JU830	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	JU847	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	KR314	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	LKC34	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY10	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY16	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY18	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	MY1	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	MY2147	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	MY2212	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	MY23	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY2453	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	MY2530	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY2535	2128	I	11809132	11811266	T02G6.4	99.7188378631678
WBGene00011387	MY2573	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	MY2585	2127	I	11809132	11811266	T02G6.4	99.671977507029
WBGene00011387	MY2693	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY2713	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY2741	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY518	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY679	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY772	2128	I	11809132	11811266	T02G6.4	99.7188378631678
WBGene00011387	MY795	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	MY920	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	N2	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1049	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1107	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1119	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC166	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1698	2119	I	11809132	11811266	T02G6.4	99.2970946579194
WBGene00011387	NIC1700	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1772	2134	I	11809132	11811266	T02G6.4	100
WBGene00011387	NIC1773	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1775	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1779	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1780	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1782	2123	I	11809132	11811266	T02G6.4	99.4845360824742
WBGene00011387	NIC1783	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1785	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1786	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1787	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1788	2126	I	11809132	11811266	T02G6.4	99.6251171508903
WBGene00011387	NIC1789	2126	I	11809132	11811266	T02G6.4	99.6251171508903
WBGene00011387	NIC1790	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1791	2119	I	11809132	11811266	T02G6.4	99.2970946579194
WBGene00011387	NIC1792	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1794	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	NIC1796	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1798	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1799	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1801	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1802	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1805	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1806	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1808	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1809	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1810	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1811	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC1812	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1832	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC195	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC199	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC1	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC2021	2118	I	11809132	11811266	T02G6.4	99.2502343017807
WBGene00011387	NIC2076	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC207	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC231	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC236	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC242	2123	I	11809132	11811266	T02G6.4	99.4845360824742
WBGene00011387	NIC251	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC252	2039	I	11809132	11811266	T02G6.4	95.5482661668229
WBGene00011387	NIC255	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC256	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC258	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC259	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC260	2127	I	11809132	11811266	T02G6.4	99.671977507029
WBGene00011387	NIC261	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC262	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC265	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC266	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC267	2127	I	11809132	11811266	T02G6.4	99.671977507029
WBGene00011387	NIC268	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC269	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC271	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC272	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC274	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC275	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC276	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC277	2128	I	11809132	11811266	T02G6.4	99.7188378631678
WBGene00011387	NIC2	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC3	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC501	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC511	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	NIC513	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC514	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC515	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	NIC522	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	NIC523	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	NIC526	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	NIC527	2123	I	11809132	11811266	T02G6.4	99.4845360824742
WBGene00011387	NIC528	2128	I	11809132	11811266	T02G6.4	99.7188378631678
WBGene00011387	NIC529	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	PB303	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	PS2025	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	PX179	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2075	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2811	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2813	2123	I	11809132	11811266	T02G6.4	99.4845360824742
WBGene00011387	QG2818	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2823	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	QG2824	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2825	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2827	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	QG2828	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	QG2832	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2835	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2836	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2837	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2838	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2841	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2843	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2846	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2850	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2854	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2855	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2857	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2873	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2874	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2875	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2877	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG2932	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4003	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4004	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4006	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4008	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4010	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4012	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4015	2125	I	11809132	11811266	T02G6.4	99.5782567947516
WBGene00011387	QG4017	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4018	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4021	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4080	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4103	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4135	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4138	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	QG4147	2119	I	11809132	11811266	T02G6.4	99.2970946579194
WBGene00011387	QG4151	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4193	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4226	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG4228	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG536	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG556	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QG557	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QW947	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QX1211	1780	I	11809132	11811266	T02G6.4	83.4114339268978
WBGene00011387	QX1212	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QX1233	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QX1791	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QX1792	2128	I	11809132	11811266	T02G6.4	99.7188378631678
WBGene00011387	QX1793	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	QX1794	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	RC301	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	TWN2530	2126	I	11809132	11811266	T02G6.4	99.6251171508903
WBGene00011387	TWN2542	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	WN2001	2123	I	11809132	11811266	T02G6.4	99.4845360824742
WBGene00011387	WN2002	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	WN2033	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	WN2050	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	WN2063	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	WN2064	2127	I	11809132	11811266	T02G6.4	99.671977507029
WBGene00011387	WN2066	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	WN2068	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	WN2069	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	WN2082	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	WN2086	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	WN2107	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	WN2117	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	XZ1513	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	XZ1514	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	XZ1515	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	XZ1516	2134	I	11809132	11811266	T02G6.4	100
WBGene00011387	XZ1672	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	XZ1734	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00011387	XZ1735	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	XZ1756	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	XZ2018	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	XZ2019	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	XZ2020	2135	I	11809132	11811266	T02G6.4	100.046860356139
WBGene00011387	XZ2211	2124	I	11809132	11811266	T02G6.4	99.5313964386129
WBGene00012151	AB1	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	BRC20067	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	BRC20263	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CB4852	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CB4854	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CB4856	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CB4932	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CX11254	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CX11262	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CX11264	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CX11271	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CX11276	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CX11285	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CX11292	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CX11307	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CX11314	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	CX11315	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	DL200	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	DL226	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	DL238	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	ECA1069	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	ECA1074	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	ECA1185	432	I	7781178	7781647	VH15N14R.1	92.1108742004264
WBGene00012151	ECA1186	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	ECA1187	441	I	7781178	7781647	VH15N14R.1	94.0298507462687
WBGene00012151	ECA1191	456	I	7781178	7781647	VH15N14R.1	97.228144989339
WBGene00012151	ECA1192	456	I	7781178	7781647	VH15N14R.1	97.228144989339
WBGene00012151	ECA1193	442	I	7781178	7781647	VH15N14R.1	94.2430703624733
WBGene00012151	ECA1194	434	I	7781178	7781647	VH15N14R.1	92.5373134328358
WBGene00012151	ECA1195	448	I	7781178	7781647	VH15N14R.1	95.5223880597015
WBGene00012151	ECA1196	456	I	7781178	7781647	VH15N14R.1	97.228144989339
WBGene00012151	ECA1200	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	ECA1202	0	I	7781178	7781647	VH15N14R.1	0
WBGene00012151	ECA1206	103	I	7781178	7781647	VH15N14R.1	21.9616204690832
WBGene00012151	ECA1208	0	I	7781178	7781647	VH15N14R.1	0
WBGene00012151	ECA1212	0	I	7781178	7781647	VH15N14R.1	0
WBGene00012151	ECA1216	87	I	7781178	7781647	VH15N14R.1	18.5501066098081
WBGene00012151	ECA1223	0	I	7781178	7781647	VH15N14R.1	0
WBGene00012151	ECA1225	0	I	7781178	7781647	VH15N14R.1	0
WBGene00012151	ECA1228	22	I	7781178	7781647	VH15N14R.1	4.6908315565032
WBGene00012151	ECA1229	0	I	7781178	7781647	VH15N14R.1	0
WBGene00012151	ECA1232	444	I	7781178	7781647	VH15N14R.1	94.6695095948827
WBGene00012151	ECA1237	0	I	7781178	7781647	VH15N14R.1	0
WBGene00012151	ECA1238	470	I	7781178	7781647	VH15N14R.1	100.213219616205
WBGene00012151	ECA1240	452	I	7781178	7781647	VH15N14R.1	96.3752665245203
