CHROM	marker	POS	strain	value	allele	mapping	transcript	GeneName	top_marker	top_marker_allele	fine_4464670
I	I:4434616	4434616	QX1794	2.14065114959079	REF	LOCO	F56D6.16	F56D6.16	4464670	REF	Yes
I	I:4434616	4434616	RC301	2.43845534407215	REF	LOCO	F56D6.16	F56D6.16	4464670	REF	Yes
I	I:4434616	4434616	WN2050	1.50479666802817	REF	LOCO	F56D6.16	F56D6.16	4464670	REF	Yes
I	I:4434616	4434616	XZ1513	1.14514337781026	REF	LOCO	F56D6.16	F56D6.16	4464670	REF	Yes
I	I:4434616	4434616	XZ1515	1.41170903106197	REF	LOCO	F56D6.16	F56D6.16	4464670	REF	Yes
I	I:4434616	4434616	XZ1516	-0.605444868304963	ALT	LOCO	F56D6.16	F56D6.16	4464670	ALT	Yes
I	I:4443624	4443624	AB1	1.48013583374285	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	BRC20067	1.96590753553902	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	BRC20263	1.88933575706258	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CB4852	2.85965869560529	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CB4855	2.57074051899165	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CB4856	3.25414235138452	REF	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	CB4857	3.24657572646097	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CB4858	2.64895537494644	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CX11254	3.45920023476228	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CX11262	1.47259995177102	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CX11264	3.81036797045307	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CX11271	3.62127835977838	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CX11276	3.24295157300922	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CX11285	3.64728694294973	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CX11292	2.74476962405857	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CX11307	3.20693533505831	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CX11314	2.21759123008077	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	CX11315	3.24711458200145	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	DL200	3.35252155456347	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	DL226	3.21889533165876	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	DL238	2.5228801779465	REF	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	ECA189	2.54001313396949	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ECA348	0.93595209980841	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ECA349	3.11794047350279	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ECA372	2.28473437182641	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ECA592	2.69162986166445	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ECA594	2.08093462547788	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ECA710	3.46017990499492	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ECA738	0.762081002729407	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ECA743	2.79902520413635	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ECA745	2.8648158327216	ALT	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	ECA812	2.35928291124619	ALT	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ECA923	1.05855184706359	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ED3005	2.57873339495861	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ED3012	3.89992114385539	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ED3017	2.67064206688725	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ED3040	2.43394492239844	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ED3048	2.11322483440789	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ED3049	2.87092837286227	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ED3052	3.35318379159727	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ED3073	3.65644827221763	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	ED3077	2.28176121004585	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	EG4347	3.03978678496396	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	EG4724	2.74550965796555	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	EG4946	2.87254121978743	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	GXW1	2.98167195347466	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JT11398	3.94766898411127	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1088	2.95579447418958	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1172	2.45483788165692	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1200	2.61908332350344	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1212	2.42844313018695	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1213	3.27686187004833	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1242	3.690212238332	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1246	2.51028223133199	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1395	2.38092349955449	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1409	3.48271452732567	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1440	2.53295031084115	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1491	3.74326738851781	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1530	4.37961463578914	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1543	2.2397652548757	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1568	3.44480794100551	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1581	2.97971006023686	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1586	3.22994402552868	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1652	3.48038815185179	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1666	3.41507733375557	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1792	4.39925903900894	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1793	3.45709086269936	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1808	3.76060589216824	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU1896	1.26516873716417	ALT	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	JU1934	2.70528502794709	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2001	2.65061585342568	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2007	2.677557311061	REF	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	JU2016	2.44043249643697	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2017	2.76972601898128	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2106	0.981170598326126	ALT	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	JU2131	4.49097914308268	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2141	3.73460735479522	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2234	2.7450802903112	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2250	3.80068229502172	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2257	2.50728009642167	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2464	3.16168707099213	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2466	2.81833739380682	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2478	3.54064708998248	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2513	2.9304177048865	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2519	4.18805247141022	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2522	2.95256595746909	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2526	3.3346632615698	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2534	2.94306894723214	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2565	2.90175835239248	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2566	2.84448936375633	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2570	4.31225393795969	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2572	3.48632122978132	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2575	3.30688362799671	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2576	3.02390634305799	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2578	2.64347355309155	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2581	2.83153279985166	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2586	2.76139915590913	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2592	3.74932304500064	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2600	3.33731092346649	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2610	3.60917838625426	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2619	2.5084999159111	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2811	3.04374845212389	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2838	3.13984628802313	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2841	3.04652620461144	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2853	3.001385256875	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2862	3.06890339801488	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2866	2.65855881197232	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2879	2.46357469661826	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2906	2.7437665113975	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU2907	2.41715110825728	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU310	2.71757927600621	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU311	3.59436202804573	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU3128	2.25816075296935	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU3132	3.55722403649475	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU3134	3.11606072086823	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU3140	3.69226601365611	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU3144	3.8158356822658	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU323	3.7362006974277	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU346	2.49796500966648	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU360	3.21565147855157	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU367	3.81752444574641	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU394	2.50809646158128	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU397	3.8428269214502	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU406	3.61136650447184	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU440	2.80989284055828	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU642	1.28854329874232	ALT	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	JU774	2.99202290108957	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU775	3.36820187870069	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU778	2.54544650144577	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU782	3.66612265891905	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU792	3.78949960891478	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU830	2.00872211912933	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	JU847	3.21861327131866	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	KR314	3.52021968714824	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	LKC34	3.92293381212748	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY1	2.09474265220336	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY10	2.42356844247056	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY16	3.20902588975584	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY18	1.16810124946425	ALT	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	MY2147	2.98803939525203	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY2212	2.62943530196872	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY23	3.44453943486341	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY2573	3.34307753106523	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY2585	2.02776110802017	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY2713	2.818362053771	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY518	2.73204986093158	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY772	2.73766391439767	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY795	3.53271869160883	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	MY920	2.2023143348526	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	N2	3.00837152533143	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC1	3.88603145376969	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC166	2.86342011365516	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC199	4.43887653152701	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC2	2.60429654415706	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC207	2.78525421749792	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC231	3.16246502769653	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC236	3.04282940756392	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC242	3.20452549742683	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC251	0.802735397768181	ALT	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	NIC252	3.12713169496976	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC255	2.61121585937614	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC256	3.04701839207121	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC258	4.27394919648323	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC259	3.05022747398727	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC260	4.40137876263829	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC261	3.58533697715041	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC265	0.579603255221677	ALT	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	NIC266	2.95216129858961	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC267	3.03522681795006	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC268	4.38120924980243	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC271	3.37171708506304	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC274	4.11897572173774	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC275	3.96978756033334	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC276	2.27918793459228	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC277	2.09073196645287	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC3	2.31447574496164	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC501	3.35313733497917	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC511	2.53729011308914	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC513	4.05396606954117	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC514	3.01561530701713	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC515	1.9877003733992	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC523	3.75817650119598	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC526	0.989211296178948	ALT	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	NIC527	3.98100705771069	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	NIC528	0.699195806642001	ALT	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	NIC529	3.31239591414124	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	PB306	0.270833814537662	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	PS2025	1.69059134319199	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	PX179	2.9747642024041	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	QG2075	3.70146581065416	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	QG556	2.77951454819136	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	QW947	2.20452067127599	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	QX1212	2.69119125392093	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	QX1233	3.00714566770189	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	QX1791	3.05402784822039	REF	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4443624	4443624	QX1792	3.33893068414582	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	QX1793	3.12742007811178	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	QX1794	3.81990745117297	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	RC301	2.6103944153362	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	WN2050	3.46962100457736	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	XZ1513	3.28232340363567	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	XZ1515	3.86469670020023	REF	LOCO	F56D6.17	F56D6.17	4464670	REF	Yes
I	I:4443624	4443624	XZ1516	0.834456711689315	ALT	LOCO	F56D6.17	F56D6.17	4464670	ALT	Yes
I	I:4434616	4434616	AB1	2.30930862208806	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	BRC20067	2.24035883169378	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	BRC20263	2.63306195991272	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CB4852	2.52192572433267	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CB4855	2.52788554472694	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CB4856	2.74276105739253	ALT	LOCO	K02E2.6.1	K02E2.6	4464670	ALT	Yes
I	I:4434616	4434616	CB4857	3.5512168330756	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CB4858	2.95592831564876	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CX11254	3.44242414825596	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CX11262	1.99767587092861	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CX11264	3.38561043224235	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CX11271	3.01326756559196	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CX11276	3.30667036299939	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CX11285	3.50900618537461	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CX11292	3.06158272751947	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CX11307	3.55569178232988	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CX11314	2.50064233898726	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	CX11315	3.281440698016	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	DL200	3.54999892126821	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	DL226	3.13563617695792	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	DL238	2.20993990086708	ALT	LOCO	K02E2.6.1	K02E2.6	4464670	ALT	Yes
I	I:4434616	4434616	ECA189	2.85258583034887	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	ECA348	2.12166164064461	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	ECA349	2.99334392603081	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	ECA372	2.63275475616713	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	ECA592	2.33027585697303	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	ECA594	2.00154050352555	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	ECA703	3.78974584600538	ALT	LOCO	K02E2.6.1	K02E2.6	4464670	ALT	Yes
I	I:4434616	4434616	ECA705	2.9950390974102	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
I	I:4434616	4434616	ECA710	3.49586006251975	REF	LOCO	K02E2.6.1	K02E2.6	4464670	REF	Yes
